n_bites
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8
16
16
0
0
0
0
0
0
8
9
16
23
24
8
1
15
16
8
15
16
16
75
31
35
17
16
62
39
55
61
16
23
96
95
33
110
102
86
100
115
115
139
104
129
174
108
179
182
197
165
218
225
296
167
213
218
245
321
372
302
354
383
466
386
442
461
456
463
650
392
516
568
643
514
645
777
731
730
737
861
945
796
801
867
1061
862
1029
1036
1064
986
936
1102
1118
1232
1330
1475
1412
1406
1429
1344
1445
1627
1700
1799
1619
1577
1688
1726
1809
1804
1894
1574
1897
1825
2134
2101
2050
2257
2163
2278
2180
2459
2511
2423
2015
2444
2496
2557
2602
2605
2562
2834
2615
2658
2805
2981
2945
2733
2844
2945
3211
3027
3336
3135
3434
3111
3009
3143
2992
3472
3531
3229
3273
3213
3324
3712
3345
3638
3480
3780
3609
3606
3554
3442
3262
3832
3773
3382
3530
3812
3603
3602
3556
3885
3658
3768
3651
3999
3952
4035
4046
3483
4212
3624
3576
4022
3864
3742
3910
3925
3548
3481
3995
4014
3862
3951
3920
3787
3663
3866
3729
4095
3784
3811
3572
3616
3744
3976
3822
3878
3704
3491
3421
3803
3619
3626
3459
3581
3749
3643
3663
3284
3361
3434
3395
3240
3918
3344
3284
3065
3259
3533
3354
3265
3582
3361
3283
3370
3505
3035
3286
3365
3040
3222
2939
2914
3377
2716
2975
3126
2883
2730
2870
3139
2896
2841
2739
2776
2907
2657
2770
2664
2552
2832
2616
2467
2775
2745
2766
2578
2468
2692
2461
2286
2496
2015
2529
2474
2659
2242
2543
2251
2263
2541
2106
2105
2064
2177
2181
2258
2086
2094
2006
2110
1912
2144
2004
2002
2160
1921
1982
1892
1867
2077
1935
1801
1807
1760
1768
1780
1895
1720
1426
1610
1874
1805
1668
1435
1538
1579
1514
1796
1475
1353
1451
1481
1541
1380
1449
1480
1213
1389
1208
1160
1255
1271
1311
1296
1302
1349
1331
1135
1236
982
1435
1337
1297
1104
1173
1081
1131
1034
897
995
938
1180
1065
994
947
1039
1043
1033
817
944
888
805
928
905
878
954
990
864
869
733
876
822
825
731
797
772
779
756
809
646
652
666
878
628
686
762
822
603
647
653
607
608
707
572
502
546
506
637
646
658
547
540
611
647
547
500
498
509
457
463
572
438
530
448
475
406
311
478
412
482
450
424
437
389
494
391
420
376
369
426
308
468
386
310
397
409
330
309
259
311
388
370
376
287
297
306
322
392
305
308
298
258
247
274
298
311
343
157
229
330
246
251
317
172
213
239
228
210
170
160
220
216
192
197
218
251
258
180
136
238
219
156
194
180
224
150
180
178
173
155
134
153
143
146
147
150
151
174
149
146
117
98
192
94
130
149
92
174
170
156
187
103
110
90
150
86
63
134
149
128
190
139
99
141
87
130
70
48
102
150
154
78
102
78
87
98
94
78
95
86
101
87
86
63
87
61
94
77
54
71
92
73
89
87
45
84
69
55
95
39
62
39
62
72
47
45
33
64
55
45
39
16
85
63
31
64
78
57
16
51
41
55
16
23
96
40
49
32
77
32
64
63
38
33
72
31
24
72
45
15
24
16
32
31
24
32
55
56
63
16
49
8
56
49
54
16
30
23
16
15
38
25
24
31
15
30
54
31
14
41
14
33
17
23
23
8
25
9
36
16
38
23
16
8
23
16
0
17
31
7
17
32
0
24
8
16
23
23
39
9
15
16
